id,title,title_en,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,Action,Adventure,Avant_Garde,Award_Winning,Boys_Love,Comedy,Drama,Fantasy,Girls_Love,Gourmet,Horror,Mystery,Romance,Sci_Fi,Slice_of_Life,Sports,Supernatural,Suspense,Ecchi,Erotica,Josei,Kids,Seinen,Shoujo,Shounen
146966,Teenage Mercenary,Teenage Mercenary,0,TRUE,11/6/2020,,7.9,6359,14985,346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146979,Kill the Hero,Kill the Hero,0,TRUE,3/26/2020,,7.14,1621,4785,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146982,Latna Saga: Survival of a Sword King,Latna Saga: Survival of a Sword King,0,TRUE,12/31/2019,,7.54,2077,5497,80,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147037,Gaikotsu to Koi wa Dekiru no ka?,,1,FALSE,4/8/2022,,7.57,810,1315,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
147052,The First Night With the Duke,The First Night With the Duke,102,FALSE,7/7/2020,7/6/2022,7.49,1166,2594,26,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147053,Jungle Juice,Jungle Juice,0,TRUE,12/30/2020,,7.49,1855,4914,79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147062,See You in My 19th Life,See You in My 19th Life,114,FALSE,6/5/2020,9/24/2022,8.01,1867,4053,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147068,My Daughter Is a Zombie,My Daughter Is a Zombie,90,FALSE,8/22/2018,5/20/2020,7.32,176,369,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147069,Medical Return,,150,FALSE,9/7/2019,1/28/2022,7.73,1274,2336,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147073,My Life as a Loser,My Life as a Loser,56,FALSE,11/8/2019,11/8/2020,7.62,468,1016,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147091,Seihantai na Kimi to Boku,You and I Are Polar Opposites,0,TRUE,1/7/2021,,7.55,1526,6038,43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
147092,Sasha-chan to Classmate Otaku-kun,,0,TRUE,2/5/2022,,6.79,124,756,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147098,Delusion,Delusion,60,FALSE,9/26/2019,10/8/2020,7.38,137,441,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
147113,"God, Please Make Me a Demon!","God, Please Make Me a Demon!",67,FALSE,4/7/2021,6/30/2022,6.92,179,526,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147115,Mad Dog,Mad Dog,0,TRUE,6/17/2021,,7.26,179,813,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147129,Flawed Almighty,Flawed Almighty,0,TRUE,7/21/2021,,7.06,271,904,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147137,Ataerareta Skill wo Tsukatte Kasei de Isekai Bijo-tachi to Ichaicha shitai,,0,TRUE,12/25/2021,,6.57,234,971,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147138,"Gakuen Mono no Otome Game no Sekai ni Tensei shita kedo, Cheat-mochi no Haikei Danshi Seito Datta you desu.",,0,TRUE,12/3/2021,,6.27,127,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147150,It's Mine,It's Mine,158,FALSE,5/8/2018,8/11/2021,7.37,988,1960,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147168,Light and Shadow,Light and Shadow,0,TRUE,12/27/2016,,7.52,1164,2469,34,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147171,Eleceed,Eleceed,0,TRUE,10/2/2018,,8.41,4610,11269,584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147172,Doom Breaker,Doom Breaker,0,TRUE,6/25/2021,,7.75,3125,8261,111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147191,Villain to Kill,Villain to Kill,0,TRUE,2/15/2021,,7.13,1532,4377,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147199,Around 40 Otoko no Isekai Tsuuhan Seikatsu,The Daily Life of a Middle-Aged Online Shopper in Another World,0,TRUE,4/18/2019,,6.7,111,579,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147202,My S-Class Hunters,My S-Class Hunters,0,TRUE,11/15/2021,,7.17,1391,4307,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147204,+99 Reinforced Wooden Stick,+99 Reinforced Wooden Stick,0,TRUE,3/25/2022,,7.22,992,3107,27,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147205,The Villainess Lives Again,The Villainess Lives Again,0,TRUE,6/3/2020,,7.07,697,2799,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147206,Ginger and the Cursed Prince,Ginger and the Cursed Prince,82,FALSE,2/3/2020,12/3/2021,7.06,599,1592,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147207,The Villainess Turns the Hourglass,The Villainess Turns the Hourglass,125,FALSE,3/1/2020,11/4/2022,7.7,1947,4626,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147217,The World After the Fall,The World After the Fall,0,TRUE,2/7/2022,,7.47,2921,8999,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147242,Aliens Area,Aliens Area,21,FALSE,6/6/2022,10/24/2022,5.88,2214,4592,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
147263,Happily Ever Afterwards,Happily Ever Afterwards,89,FALSE,12/15/2020,9/27/2022,7.56,762,1773,26,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147267,Escape Room,Escape Room,0,TRUE,9/9/2019,,7.02,207,557,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147271,Parallel City,Parallel City,0,TRUE,7/6/2019,,7.2,105,332,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
147272,The Greatest Estate Developer,The Greatest Estate Developer,0,TRUE,7/30/2021,,8.05,1447,4065,92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147273,Act Like You Love Me!,Act Like You Love Me!,0,TRUE,12/11/2020,,7.29,480,1755,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147276,Surviving Romance,Surviving Romance,0,TRUE,1/14/2021,,7.64,571,1770,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147277,Hanlim Gym,Hanlim Gym,0,TRUE,5/25/2020,,7.14,175,510,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147290,Hero Killer,Hero Killer,0,TRUE,2/25/2021,,7.5,938,2986,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147311,No Scope,No Scope,0,TRUE,5/16/2018,,6.64,232,701,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147313,The Lady and the Beast,The Lady and the Beast,0,TRUE,9/9/2020,,7.06,525,1989,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147317,Lout of Count's Family,Lout of Count's Family,0,TRUE,8/31/2020,,7.73,2834,8073,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147318,How to Use a Returner,How to Use a Returner,0,TRUE,10/31/2021,,7.49,1439,4126,61,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147322,The Max Level Hero Strikes Back,The Max Level Hero Strikes Back,0,TRUE,10/26/2020,,6.98,2160,6552,33,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147323,Secret Playlist,Secret Playlist,107,FALSE,9/14/2020,10/10/2022,6.8,275,793,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147324,Second Life Ranker,Second Life Ranker,0,TRUE,5/16/2019,,7.59,3557,9831,153,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147328,A Man's Man,A Man's Man,0,TRUE,7/30/2020,,7.1,135,453,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147329,His Majesty's Proposal,His Majesty's Proposal,0,TRUE,2/2/2021,,6.45,211,912,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147330,Sixth Sense Kiss,Sixth Sense Kiss,0,TRUE,4/17/2021,,7.18,323,1072,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147331,Men of the Harem,Men of the Harem,0,TRUE,11/24/2020,,6.87,351,1271,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147332,Tricked Into Becoming the Heroine's Stepmother,Tricked into Becoming the Heroine's Stepmother,0,TRUE,4/14/2021,,7.08,358,1311,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147333,Perfect Marriage Revenge,Perfect Marriage Revenge,0,TRUE,7/14/2021,,6.66,249,972,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147337,"66,666 Years: Advent of the Dark Mage","66,666 Years: Advent of the Dark Mage",0,TRUE,6/29/2021,,7.07,1520,4587,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147363,Fast Forward,Fast Forward,53,FALSE,1/21/2021,12/16/2021,6.76,252,510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
147368,My In-Laws are Obsessed with Me,My In-Laws are Obsessed with Me,0,TRUE,11/25/2021,,7.45,611,2290,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147371,Secretary Out-of-Order,Secretary Out-of-Order,55,FALSE,6/24/2021,5/27/2022,6.88,192,571,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147374,Leveling Up My Husband to the Max,Leveling Up My Husband to the Max,0,TRUE,6/18/2021,,6.7,321,1385,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147382,Shin Tokyo,Tokyo Underworld,0,TRUE,5/29/2022,,6.09,511,1871,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
147389,Murim Login,,0,TRUE,5/1/2020,,7.51,1024,2828,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147392,I'm the Max-Level Newbie,I'm the Max-Level Newbie,0,TRUE,7/29/2021,,7.5,3405,9881,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147394,When the Villainess Is in Love,When the Villainess Is in Love,0,TRUE,9/19/2020,,6.8,547,2077,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147396,unTouchable,unTouchable,140,FALSE,2/14/2014,3/3/2017,7.03,511,985,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147397,Nano List,Nano List,147,FALSE,1/22/2016,11/23/2018,7.33,447,1045,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147415,There Must Be Happy Endings,There Must Be Happy Endings,0,TRUE,4/23/2021,,6.98,203,750,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147425,Iincho to Furyou-kun,,33,FALSE,12/5/2019,8/13/2020,6.87,219,958,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147438,Dungeon Reset,Dungeon Reset,0,TRUE,3/3/2020,,6.94,1321,3981,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147443,Dice,Dice,388,FALSE,5/18/2013,7/17/2021,6.77,1487,3312,52,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147444,Your Smile is a Trap,Your Smile is a Trap,0,TRUE,3/9/2020,,7.24,399,1184,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147446,Days of Hana,Days of Hana,113,FALSE,4/5/2017,7/3/2019,7.42,596,1090,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147447,She's Hopeless,She's Hopeless,0,TRUE,11/11/2020,,6.96,478,1505,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147448,After School Lessons for Unripe Apples,After School Lessons for Unripe Apples,0,TRUE,12/23/2020,,8.19,542,1480,144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147450,The Lone Necromancer,The Lone Necromancer,0,TRUE,9/13/2021,,7.01,1071,3449,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147454,Roxana,Roxana,0,TRUE,1/31/2021,,7.87,1595,4487,128,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147455,Masters of Lightning Knives,Masters of Lightning Knives,0,TRUE,12/12/2019,,7.46,443,1301,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147458,Ryoushin no Shakkin wo Katagawari shite Morau Jouken wa Nihonichi Kawaii Joshikousei to Issho ni Kurasu Koto deshita.,I'm Gonna Live with You Not Because My Parents Left Me Their Debt But Because I Like You,0,TRUE,5/27/2022,,7.09,375,1978,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147460,Leveling Beyond the Max,Leveling Beyond the Max,0,TRUE,11/30/2021,,6.61,704,2534,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147461,Kono Gomi wo Nanto Yobu,,0,TRUE,5/28/2022,,6.33,388,1778,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147463,FFF-Class Trashero,FFF-Class Trashero,0,TRUE,9/17/2019,,7.3,1992,5561,74,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147464,Oh! Holy,Oh! Holy,141,FALSE,6/1/2015,4/2/2018,7.4,856,1850,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147465,Refund High School,Refund High School,134,FALSE,3/20/2018,6/14/2019,7.35,489,863,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147466,Ghost Wife,Ghost Wife,134,FALSE,6/17/2016,1/25/2019,7.16,460,919,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147467,Ghost Theater,Ghost Theater,51,FALSE,8/23/2019,8/7/2020,7.09,204,393,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147468,Dear X,Dear X,63,FALSE,7/5/2019,9/11/2020,7.15,120,264,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147471,Kaerenu Oni to no Momobiyori,,6,FALSE,2/12/2020,6/17/2020,6.88,134,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
147480,A Heart for the Emperor,A Heart for the Emperor,60,FALSE,4/27/2021,7/9/2022,6.24,112,523,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147483,Kimi wa Yakamashi Tojite yo Kuchi wo!,,0,TRUE,4/22/2022,,6.98,240,1222,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147487,Wished You Were Dead,Wished You Were Dead,0,TRUE,7/28/2021,,6.54,246,1081,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147489,The Druid of Seoul Station,The Druid of Seoul Station,0,TRUE,6/10/2021,,6.63,979,3269,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147490,Seoul Station's Necromancer,Seoul Station's Necromancer,0,TRUE,10/14/2021,,6.75,856,3011,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147491,The Runway,The Runway,0,TRUE,8/25/2021,,6.64,169,657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147493,Rewriting the Villainess,Rewriting the Villainess,0,TRUE,12/26/2021,,6.79,160,806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147494,Kanan-sama wa Akumade Choroi,,0,TRUE,6/1/2022,,7.05,1556,6346,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
147502,My Reason to Die,My Reason to Die,0,TRUE,12/7/2021,,7.51,420,1682,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147505,Dungeons & Artifacts,Dungeons & Artifacts,0,TRUE,11/17/2020,,6.74,538,1730,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147508,Limit Breaker,Limit Breaker,0,TRUE,11/20/2020,,6.63,825,2533,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147509,The 101st Heroine,The 101st Heroine,71,FALSE,8/23/2019,9/26/2020,6.45,127,388,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147511,"As You Wish, Prince","As You Wish, Prince",93,FALSE,8/31/2018,10/3/2019,7.19,700,1584,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147525,Heaven's Trap,,6,FALSE,6/28/2021,2/28/2022,6.53,138,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147528,Jirai nan desu ka? Chihara-san,,0,TRUE,6/11/2021,,7.15,978,3648,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147530,Gosu,Gosu,232,FALSE,9/8/2015,4/13/2021,7.61,898,2083,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147532,God of Blackfield,God of Blackfield,0,TRUE,2/29/2020,,7.09,1351,3721,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147534,Lady Baby,Lady Baby,0,TRUE,9/7/2018,,6.65,502,1788,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147536,The Legendary Moonlight Sculptor,The Legendary Moonlight Sculptor,0,TRUE,2/16/2015,,7.31,953,2940,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147538,Return to Player,Return to Player,0,TRUE,8/21/2020,,7.22,1312,3996,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147541,Yume de Furarete Hajimaru Yuri,,0,TRUE,4/22/2022,,7.57,386,1551,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147561,Nine Peaks,,0,TRUE,6/2/2022,,7.26,184,1139,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147569,The Celestial Returned from Hell,The Celestial Returned from Hell,0,TRUE,4/7/2021,,6.68,807,2580,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147572,Heavenly Demon Reborn!,Heavenly Demon Reborn!,0,TRUE,8/15/2018,,7.46,889,2605,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147573,Reawakened Man,Reawakened Man,175,FALSE,5/6/2016,12/6/2019,6.97,265,867,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147574,From a Knight to a Lady,From a Knight to a Lady,0,TRUE,3/9/2021,,6.98,408,1539,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147577,Return of the Mad Demon,Return of the Mad Demon,0,TRUE,7/22/2021,,7.69,1746,4592,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147579,A Talented Maid,A Talented Maid,0,TRUE,7/29/2019,,7.09,322,1183,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147581,The Lone Spellcaster,The Lone Spellcaster,0,TRUE,11/22/2020,,6.13,564,1928,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147582,Our Secret Alliance,Our Secret Alliance,0,TRUE,1/18/2022,,7.12,105,513,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147590,Regina Rena: To the Unforgiven,Regina Rena: To the Unforgiven,0,TRUE,12/17/2021,,7.1,409,1495,13,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147591,Disconnected from Reality,Disconnected from Reality,31,FALSE,1/21/2022,7/15/2022,6.67,131,308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
147592,I Get Stronger the More I Eat,I Get Stronger the More I Eat,0,TRUE,5/31/2021,,6.95,865,2694,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147615,So I Married the Anti-Fan,So I Married the Anti-Fan,88,FALSE,12/4/2018,6/16/2020,7.01,390,1030,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147619,The Build Up,The Build Up,0,TRUE,7/28/2020,,7.07,150,460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147621,Nande Nanda-san,,1,FALSE,5/30/2022,,6.47,132,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147628,The Newlywed Diary of a Witch and a Dragon,The Newlywed Diary of a Witch and a Dragon,0,TRUE,9/23/2020,,6.58,212,896,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147630,Queen in the Shadows,Queen in the Shadows,60,FALSE,8/16/2020,6/28/2021,6.97,455,1366,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147632,The Great Wish,The Great Wish,0,TRUE,8/31/2019,,7.08,117,538,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147633,The Little Lady Behind the Scenes,The Little Lady Behind the Scenes,0,TRUE,10/31/2021,,7.17,260,1055,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147634,They Say I Was Born a King's Daughter,They Say I Was Born a King's Daughter,264,FALSE,1/30/2016,9/4/2021,6.04,237,734,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147636,Dreaming Freedom,Dreaming Freedom,0,TRUE,12/24/2021,,7.88,845,2605,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147638,The Male Lead's Girl Friend,The Male Lead's Girl Friend,63,FALSE,8/14/2020,9/17/2021,6.74,395,1029,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147639,50 Tea Recipes from the Duchess,50 Tea Recipes from the Duchess,143,FALSE,7/12/2019,4/8/2022,7.11,980,2278,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147641,Lucky Guy,Lucky Guy,73,FALSE,2/15/2019,10/23/2020,7.34,288,552,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147642,Murim RPG Simulation,Murim RPG Simulation,0,TRUE,10/6/2021,,7.14,520,1657,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147643,Hoarding in Hell,Hoarding in Hell,0,TRUE,12/28/2021,,6.84,558,1873,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147646,The Live,The Live,0,TRUE,4/6/2020,,6.62,625,1957,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147650,The Villainess Is a Marionette,The Villainess Is a Marionette,0,TRUE,2/10/2021,,7.52,1218,4122,54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147653,Dark Moon: The Blood Altar,Dark Moon: The Blood Altar,0,TRUE,1/6/2022,,7,165,635,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147657,The Viridescent Tiara,The Viridescent Tiara,0,TRUE,10/29/2020,,6.99,395,1452,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
